field.Element:Text;field.Attribute:name;Attribute:type;TargetTrialID
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ plantoid-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Stringing Pummel
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2712
5131;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ aquan-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Stringing Pummel
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2713
5132;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ lizard-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Knights of Round
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2714
5133;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ dragon-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Knights of Round
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2715
5134;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ beast-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Death Blossom
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2717
5135;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ arcana-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Death Blossom
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2717
5136;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ vermin-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Atonement
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2718
5137;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ undead-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Atonement
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2719
5138;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ arcana-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Expiacion
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2720
5139;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ plantoid-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Expiacion
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2722
5140;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ aquan-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Scourge
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2722
5141;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ undead-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Scourge
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2723
5142;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ beast-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Onslaught
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2724
5143;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ amorph-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Onslaught
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2725
5144;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ dragon-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Primal Rend
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2727
5145;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ aquan-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Primal Rend
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2727
5146;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ undead-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Metatron Torment
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2728
5147;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ plantoid-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Metatron Torment
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2729
5148;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ beast-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: King's Justice
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2730
5149;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ lizard-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: King's Justice
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2732
5150;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ arcana-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Geirskogul
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2732
5151;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ vermin-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Geirskogul
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2733
5152;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ aquan-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Drakesbane
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2734
5153;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ vermin-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Drakesbane
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2735
5154;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ lizard-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Catastrophe
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2737
5155;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ bird-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Catastrophe
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2737
5156;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ undead-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Insurgency
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2738
5157;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ bird-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Insurgency
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2739
5158;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ amorph-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Blade: Metsu
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2740
5159;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ aquan-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Blade: Metsu
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2742
5160;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ plantoid-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Blade: Kamu
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2742
5161;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ amorph-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Blade: Kamu
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2743
5162;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ arcana-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Tachi: Kaiten
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2744
5163;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ bird-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Tachi: Kaiten
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2745
5164;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ dragon-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Tachi: Rana
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2747
5165;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ beast-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Tachi: Rana
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2747
5166;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ amorph-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Randgrith
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2748
5167;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ vermin-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Randgrith
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2749
5168;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ arcana-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Mystic Boon
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2750
5169;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ lizard-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Mystic Boon
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2752
5170;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ undead-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Gate of Tartarus
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2752
5171;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ beast-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Gate of Tartarus
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2753
5172;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ lizard-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Vidohunir
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2754
5173;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ bird-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Vidohunir
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2755
5174;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ plantoid-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Garland of Bliss
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2757
5175;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ vermin-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Garland of Bliss
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2757
5176;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ undead-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Omniscience
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2758
5177;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ bird-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Omniscience
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2759
5178;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ arcana-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Coronach
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2760
5179;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ plantoid-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Coronach
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2761
5180;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ dragon-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Trueflight
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2762
5181;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ vermin-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Trueflight
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2763
5182;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ undead-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Leaden Salute
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2764
5183;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ vermin-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Leaden Salute
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2765
5184;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ lizard-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Namas Arrow
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2767
5185;index;DialogTableEntry;#VALEUR!
"Objective: ≺Numeric Parameter 2≻/≺Numeric Parameter 0≻ aquan-type creature≺Singular/Plural Choice (Parameter 0)≻[/s].
Weapon Skill: Namas Arrow
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2767
5186;index;DialogTableEntry;#VALEUR!
"Weapon Skill: Shadowstitch, ≺Numeric Parameter 2≻ / ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[time/times].
Enemy: Monsters of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2768
5187;index;DialogTableEntry;#VALEUR!
"Weapon Skill: Viper Bite, ≺Numeric Parameter 2≻ / ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[time/times].
Enemy: Monsters of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2769
5188;index;DialogTableEntry;#VALEUR!
"Weapon Skill: Cyclone, ≺Numeric Parameter 2≻ / ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[time/times].
Enemy: Any beast-type creature.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2770
5189;index;DialogTableEntry;#VALEUR!
"Weapon Skill: Evisceration, ≺Numeric Parameter 2≻ / ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[time/times].
Enemy: Any plantoid-type creature.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2772
5190;index;DialogTableEntry;#VALEUR!
"Weapon Skill: Backhand Blow, ≺Numeric Parameter 2≻ / ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[time/times].
Enemy: Monsters of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2772
5191;index;DialogTableEntry;#VALEUR!
"Weapon Skill: Spinning Attack, ≺Numeric Parameter 2≻ / ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[time/times].
Enemy: Monsters of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2773
5192;index;DialogTableEntry;#VALEUR!
"Weapon Skill: Howling Fist, ≺Numeric Parameter 2≻ / ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[time/times].
Enemy: Any vermin-type creature.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2774
5193;index;DialogTableEntry;#VALEUR!
"Weapon Skill: Dragon Kick, ≺Numeric Parameter 2≻ / ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[time/times].
Enemy: Any lizard-type creature.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2775
5194;index;DialogTableEntry;#VALEUR!
"Weapon Skill: Burning Blade, ≺Numeric Parameter 2≻ / ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[time/times].
Enemy: Monsters of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2777
5195;index;DialogTableEntry;#VALEUR!
"Weapon Skill: Shining Blade, ≺Numeric Parameter 2≻ / ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[time/times].
Enemy: Monsters of any family.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2777
5196;index;DialogTableEntry;#VALEUR!
"Weapon Skill: Circle Blade, ≺Numeric Parameter 2≻ / ≺Numeric Parameter 0≻ ≺Singular/Plural Choice (Parameter 0)≻[time/times].
Enemy: Any bird-type creature.
Equipment: Target item must be equipped.≺Prompt≻
";text;DialogTableEntry;2778
5197;index;DialogTableEntry;#VALEUR!
